-2.180,2.180
-1.103,1.103
-0.514,0.514
-0.136,0.136
-0.262,0.262
-0.777,0.777
-0.073,0.073
-0.271,0.271
-0.040,0.040
-0.055,0.055
-0.858,0.858
-0.110,0.110
-0.646,0.646
-1.683,1.683
-0.018,0.018
